"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","nfactor","normcounts","rpk","rpm","tpm"
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",37369,39130,"T7p57","19",1061300,2746241,0.386455522293928,0.219452312489454,7.23913426041542e-06,0.0303147178371106
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",38015,38273,"T7p58","19.2",251953,2746241,0.0917446793635373,0.355599532416811,7.23913426041542e-06,0.0491218313716432
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",38552,38726,"T7p59","19.3",156487,2746241,0.0569822531962781,0.327484213771713,7.23913426041542e-06,0.0452380356533021
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",39388,39538,"T7p60","19.5",307662,2746241,0.112030226043526,0.746868173623509,7.23913426041542e-06,0.103170924416679
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",890,1468,"T7p01","0.3",33926,7374454,0.00460047618440633,0.00795930135710438,5.67297161071917e-06,0.00140302153849407
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1277,1433,"T7p02","0.4",3,7374454,4.06809778730737e-07,2.6077549918637e-06,5.67297161071917e-06,4.5968059965897e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1468,3138,"T7p03","0.7",29702,7374454,0.00402768801595345,0.00241178923110985,5.67297161071917e-06,0.000425136841254897
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1495,1639,"T7p04","0.5",2,7374454,2.71206519153825e-07,1.88337860523489e-06,5.67297161071917e-06,3.31991544198145e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1635,1972,"T7p05","0.6B",4,7374454,5.4241303830765e-07,1.60953423830163e-06,5.67297161071917e-06,2.83719776644112e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1635,1797,"T7p06","0.6A",3,7374454,4.06809778730737e-07,2.51117147364653e-06,5.67297161071917e-06,4.42655392264193e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",3138,5887,"T7p07","1",157505,7374454,0.0213581913996616,0.00776944030544256,5.67297161071917e-06,0.00136955388438082
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",5887,6448,"T7p08","1.2",155361,7374454,0.0210674580111287,0.0375534010893559,5.67297161071917e-06,0.00661970545003226
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",6006,6135,"T7p09","1.1",33359,7374454,0.00452358913622622,0.0350665824513661,5.67297161071917e-06,0.00618134284069168
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",6448,7588,"T7p10","1.3",394570,7374454,0.0535049781312623,0.0469341913432126,5.67297161071917e-06,0.00827329917437445
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7607,7763,"T7p11","1.4",23880,7374454,0.00323820583869667,0.0207577297352351,5.67297161071917e-06,0.0036590575732854
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7790,7880,"T7p12","1.5",45784,7374454,0.00620845963646936,0.0689828848496595,5.67297161071917e-06,0.0121599206876543
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7905,8166,"T7p13","1.6",108328,7374454,0.0146896299034478,0.0562821069097616,5.67297161071917e-06,0.00992109793100598
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8165,8756,"T7p14","1.7",227227,7374454,0.0308127218638831,0.0521365852180763,5.67297161071917e-06,0.00919034833870196
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8748,8895,"T7p15","1.8",92207,7374454,0.0125035697558084,0.0850582976585603,5.67297161071917e-06,0.0149936053792057
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8897,9092,"T7p16","2",77714,7374454,0.0105382717147602,0.0540424190500522,5.67297161071917e-06,0.00952629816583926
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",9157,9856,"T7p17","2.5",307266,7374454,0.0416662711571596,0.0596083993664658,5.67297161071917e-06,0.010507438333348
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",9856,10276,"T7p18","2.8",266330,7374454,0.0361152161231191,0.0859886098169502,5.67297161071917e-06,0.0151575956513643
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",10256,10706,"T7p19","3",373048,7374454,0.050586524778648,0.112414499508107,5.67297161071917e-06,0.0198158050528047
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",10705,11161,"T7p20","3.5",515495,7374454,0.0699028022956005,0.153295619069299,5.67297161071917e-06,0.0270221022752247
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11224,11590,"T7p21","3.8",13060,7374454,0.00177097857007448,0.00483873926249857,5.67297161071917e-06,0.000852946144372677
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11564,13265,"T7p22","4A",90934,7374454,0.012330946806367,0.00724923386617693,5.67297161071917e-06,0.00127785477587785
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11634,11757,"T7p23","4.1",10069,7374454,0.00136538922067993,0.0111007253713816,5.67297161071917e-06,0.00195677435621334
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11753,13265,"T7p24","4B",83498,7374454,0.011322600968153,0.00748849270380492,5.67297161071917e-06,0.00132002999797413
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",12987,13326,"T7p25","4.2",33540,7374454,0.00454813332620964,0.0134163224961936,5.67297161071917e-06,0.00236495498599769
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13351,13564,"T7p26","4.3",38147,7374454,0.00517285754308048,0.0242857161646971,5.67297161071917e-06,0.00428095147150196
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13583,13853,"T7p27","4.5",27169,7374454,0.00368420495944513,0.0136452035535005,5.67297161071917e-06,0.00240530087048517
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13926,14334,"T7p28","4.7",31189,7374454,0.00422933006294432,0.0103660050562361,5.67297161071917e-06,0.00182726193035223
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",14352,16467,"T7p29","5",246073,7374454,0.0333683008938696,0.0157769744179052,5.67297161071917e-06,0.00278107762571813
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16482,16839,"T7p30","5.3",80975,7374454,0.0109804739442405,0.0307576300959117,5.67297161071917e-06,0.00542178459659391
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16850,17359,"T7p31","5.5-5.7",113203,7374454,0.0153506957938852,0.0301585379054719,5.67297161071917e-06,0.00531617994500218
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16850,17150,"T7p32","5.5",74468,7374454,0.0100981035341735,0.0336603451139117,5.67297161071917e-06,0.00593345911520339
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17149,17359,"T7p33","5.7",66732,7374454,0.00904907671808652,0.0430908415146977,5.67297161071917e-06,0.0075958147636905
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17358,17517,"T7p34","5.9",48213,7374454,0.00653783995398168,0.0411184902766143,5.67297161071917e-06,0.0072481396167963
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17503,18406,"T7p35","6",247673,7374454,0.0335852661091926,0.0371929857244658,5.67297161071917e-06,0.00655617342667273
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18393,18507,"T7p36","6.3",53057,7374454,0.00719470214337224,0.0631114223102828,5.67297161071917e-06,0.0111249318066448
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18604,18859,"T7p37","6.5",522926,7374454,0.0709104701175165,0.278080274970653,5.67297161071917e-06,0.0490184499505014
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18863,19130,"T7p38","6.7",549083,7374454,0.0744574445782698,0.278866833626479,5.67297161071917e-06,0.0491571001518068
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19129,19531,"T7p39","7",823426,7374454,0.111659249620379,0.277759327413877,5.67297161071917e-06,0.0489618750936541
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19534,19834,"T7p40","7.3",659972,7374454,0.089494354429494,0.29831451476498,5.67297161071917e-06,0.0525852296178092
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19847,20240,"T7p41","7.7",719333,7374454,0.0975438995212391,0.24820330666982,5.67297161071917e-06,0.0437519035351483
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",20239,21850,"T7p42","8",1415103,7374454,0.191892579437067,0.119113953716367,5.67297161071917e-06,0.0209967477170694
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",21949,22873,"T7p43","9",696624,7374454,0.094464485099507,0.102234291233233,5.67297161071917e-06,0.0180212943495186
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",22966,24162,"T7p44","10B",3206581,7374454,0.434822835697395,0.363564243894143,5.67297161071917e-06,0.0640870903015244
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",22966,24004,"T7p45","10A",3080272,7374454,0.417694923583495,0.402403587267336,5.67297161071917e-06,0.0709334745315821
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",24227,24818,"T7p46","11",178586,7374454,0.0242168437148025,0.0409760468947589,5.67297161071917e-06,0.00722303048676182
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",24841,27226,"T7p47","12",788889,7374454,0.106975919844371,0.0448536351548725,5.67297161071917e-06,0.00790655025844319
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",27306,27723,"T7p48","13",204174,7374454,0.0276866599208565,0.0663948679157231,5.67297161071917e-06,0.0117037194034726
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",27727,28318,"T7p49","14",552909,7374454,0.0749762626494111,0.126863388577684,5.67297161071917e-06,0.0223627751526155
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",28324,30568,"T7p50","15",1707154,7374454,0.231495646999764,0.103162053030198,5.67297161071917e-06,0.0181848350580976
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",30594,34551,"T7p51","16",2308682,7374454,0.313064804526545,0.079116705718106,5.67297161071917e-06,0.0139462544759811
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",34623,36285,"T7p52","17",2327598,7374454,0.315629875784702,0.189909672553972,5.67297161071917e-06,0.0334762247346938
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36343,36547,"T7p53","17.5",253133,7374454,0.0343256599064826,0.168263038757268,5.67297161071917e-06,0.0296604760791209
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36552,36822,"T7p54","18",304311,7374454,0.0412655635251098,0.15283542046337,5.67297161071917e-06,0.0269409810150618
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36916,37348,"T7p55","18.5",381357,7374454,0.0517132522624726,0.119706602459427,5.67297161071917e-06,0.021101216553462
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",37031,37283,"T7p56","18.7",227511,7374454,0.0308512331896029,0.12242552853017,5.67297161071917e-06,0.0215804937748755
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",37369,39130,"T7p57","19",1542463,7374454,0.209163010576783,0.118775133774437,5.67297161071917e-06,0.0209370224152029
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",38015,38273,"T7p58","19.2",344922,7374454,0.0467725474997878,0.181288943797627,5.67297161071917e-06,0.0319566104394175
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",38552,38726,"T7p59","19.3",217376,7374454,0.0294768941537909,0.169407437665465,5.67297161071917e-06,0.0298622043772204
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",39388,39538,"T7p60","19.5",383757,7374454,0.0520387000854572,0.346924667236381,5.67297161071917e-06,0.0611539579328868
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",890,1468,"T7p01","0.3",13431,3114931,0.00431181300645183,0.00745988409420732,6.90518742505679e-06,0.00108033042914052
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1277,1433,"T7p02","0.4",1,3114931,3.21034398514766e-07,2.05791281099209e-06,6.90518742505679e-06,2.9802417868117e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1468,3138,"T7p03","0.7",17272,3114931,0.00554490613114705,0.00332030307254314,6.90518742505679e-06,0.000480841846594169
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1495,1639,"T7p04","0.5",1,3114931,3.21034398514766e-07,2.22940554524143e-06,6.90518742505679e-06,3.22859526904601e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1635,1972,"T7p05","0.6B",3,3114931,9.63103195544299e-07,2.85787298381098e-06,6.90518742505679e-06,4.13873340126966e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1635,1797,"T7p06","0.6A",1,3114931,3.21034398514766e-07,1.98169381799239e-06,6.90518742505679e-06,2.86986246137423e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",3138,5887,"T7p07","1",86972,3114931,0.0279210037076263,0.0101567856339128,6.90518742505679e-06,0.00147089210019948
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",5887,6448,"T7p08","1.2",96417,3114931,0.0309531736015982,0.0551749975073052,6.90518742505679e-06,0.00799036928484985
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",6006,6135,"T7p09","1.1",20803,3114931,0.00667847859230269,0.0517711518783154,6.90518742505679e-06,0.00749742891705646
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",6448,7588,"T7p10","1.3",191187,3114931,0.0613776035488427,0.0538400031130199,6.90518742505679e-06,0.00779703718361809
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7607,7763,"T7p11","1.4",9261,3114931,0.00297309956464525,0.0190583305425978,6.90518742505679e-06,0.00276000191876631
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7790,7880,"T7p12","1.5",22687,3114931,0.00728330739910451,0.0809256377678279,6.90518742505679e-06,0.0117195425390155
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7905,8166,"T7p13","1.6",40320,3114931,0.0129441069481154,0.049594279494695,6.90518742505679e-06,0.00718217717229986
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8165,8756,"T7p14","1.7",104116,3114931,0.0334248174357634,0.0565563746798028,6.90518742505679e-06,0.00819041847793691
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8748,8895,"T7p15","1.8",38997,3114931,0.0125193784388803,0.0851658397202745,6.90518742505679e-06,0.0123336029100722
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8897,9092,"T7p16","2",30905,3114931,0.00992156808609886,0.0508798363389685,6.90518742505679e-06,0.00736834979371324
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",9157,9856,"T7p17","2.5",96492,3114931,0.0309772511814868,0.0443165252954032,6.90518742505679e-06,0.00641785987366429
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",9856,10276,"T7p18","2.8",77195,3114931,0.0247822503933474,0.0590053580793986,6.90518742505679e-06,0.00854507697579451
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",10256,10706,"T7p19","3",215527,3114931,0.0691915808086921,0.15375906846376,6.90518742505679e-06,0.0222671824816537
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",10705,11161,"T7p20","3.5",170187,3114931,0.0546358811800326,0.11981552890358,6.90518742505679e-06,0.0173515245174674
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11224,11590,"T7p21","3.8",6261,3114931,0.00200999636910095,0.00549179335819933,6.90518742505679e-06,0.000795314163127753
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11564,13265,"T7p22","4A",28574,3114931,0.00917323690316094,0.00539284944336328,6.90518742505679e-06,0.000780985237821973
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11634,11757,"T7p23","4.1",3217,3114931,0.001032767660022,0.0083964850408293,6.90518742505679e-06,0.0012159677245488
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11753,13265,"T7p24","4B",25888,3114931,0.00831093850875027,0.00549665245287717,6.90518742505679e-06,0.000796017850714886
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",12987,13326,"T7p25","4.2",14776,3114931,0.00474360427245419,0.013992932957092,6.90518742505679e-06,0.00202643782069057
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13351,13564,"T7p26","4.3",19339,3114931,0.00620848423287707,0.0291478132998923,6.90518742505679e-06,0.0042211473064618
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13583,13853,"T7p27","4.5",7117,3114931,0.00228480181422959,0.00846222894159109,6.90518742505679e-06,0.00122548866825602
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13926,14334,"T7p28","4.7",9476,3114931,0.00304212196032593,0.00745618127530864,6.90518742505679e-06,0.001079794191864
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",14352,16467,"T7p29","5",62229,3114931,0.0199776495851754,0.00944569720339262,6.90518742505679e-06,0.00136791322551465
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16482,16839,"T7p30","5.3",34717,3114931,0.0111453512132371,0.0312194711855382,6.90518742505679e-06,0.00452116202845594
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16850,17359,"T7p31","5.5-5.7",31579,3114931,0.0101379452706978,0.0199173777420389,6.90518742505679e-06,0.00288440798431697
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16850,17150,"T7p32","5.5",21814,3114931,0.00700304436920112,0.0233434812306704,6.90518742505679e-06,0.00338057170555054
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17149,17359,"T7p33","5.7",17905,3114931,0.00574812090540689,0.0273720043114614,6.90518742505679e-06,0.00396397702575557
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17358,17517,"T7p34","5.9",12881,3114931,0.00413524408726871,0.0260078244482309,6.90518742505679e-06,0.0037664183239772
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17503,18406,"T7p35","6",70585,3114931,0.0226602130191648,0.0250943665771482,6.90518742505679e-06,0.0036341325777905
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18393,18507,"T7p36","6.3",12210,3114931,0.0039198300058653,0.0343844737356605,6.90518742505679e-06,0.00497951346126969
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18604,18859,"T7p37","6.5",221746,3114931,0.0711880937330554,0.27916899503159,6.90518742505679e-06,0.0404288801805106
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18863,19130,"T7p38","6.7",214875,3114931,0.0689822663808604,0.258360548242923,6.90518742505679e-06,0.0374154287695961
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19129,19531,"T7p39","7",417510,3114931,0.1340350717239,0.333420576427612,6.90518742505679e-06,0.0482855215801575
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19534,19834,"T7p40","7.3",380730,3114931,0.122227426546527,0.40742475515509,6.90518742505679e-06,0.0590027076856265
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19847,20240,"T7p41","7.7",269727,3114931,0.0865916452081924,0.220334975084459,6.90518742505679e-06,0.0319086161636875
